id,word_count,unique_word_count,average_word_length,flesch_kincaid_grade
2296,194,140,4.731958762886598,4.0
2297,138,89,5.239130434782608,8.9
2299,174,116,5.5,9.5
2300,193,111,4.5025906735751295,7.2
2301,197,129,4.918781725888325,6.4
2302,145,91,4.813793103448276,7.3
2304,162,107,4.753086419753086,7.2
2305,143,94,5.300699300699301,9.1
2306,140,97,5.635714285714286,11.3
2307,144,107,5.215277777777778,8.0
2309,159,107,5.018867924528302,8.3
2310,156,99,4.858974358974359,13.4
2311,153,113,5.111111111111111,10.7
2312,156,118,5.6923076923076925,7.2
2313,188,111,4.691489361702128,6.6
2314,152,116,4.7631578947368425,6.9
2315,165,114,5.363636363636363,10.4
2316,164,116,5.560975609756097,11.6
2317,160,104,5.58125,14.6
2318,193,126,4.533678756476684,5.1
2319,145,102,5.76551724137931,11.4
2320,143,82,5.4125874125874125,13.8
2322,186,119,5.763440860215054,12.9
2323,171,114,5.12280701754386,10.7
2324,195,125,4.794871794871795,8.5
2325,184,111,4.875,10.5
2326,191,107,4.0890052356020945,5.4
2327,148,92,5.141891891891892,16.0
2328,161,104,4.62111801242236,3.7
2329,140,95,5.435714285714286,16.9
2330,170,106,4.970588235294118,7.6
2331,180,123,5.111111111111111,7.3
2332,163,100,5.159509202453988,13.9
2333,147,67,5.421768707482993,10.3
2334,159,104,4.968553459119497,17.6
2335,191,117,4.738219895287958,4.7
2336,143,101,6.083916083916084,16.1
2340,149,99,5.543624161073826,9.1
2341,145,106,6.165517241379311,17.4
2342,180,119,4.461111111111111,5.6
2343,195,123,5.0,10.2
2344,170,120,5.488235294117647,11.8
2345,149,94,4.610738255033557,7.9
2346,176,117,5.420454545454546,12.5
2347,157,98,5.076433121019108,9.4
2348,179,113,4.368715083798882,7.9
2349,160,97,4.8125,9.1
2350,146,99,5.6438356164383565,18.2
2351,156,89,5.57051282051282,14.3
2352,176,118,4.732954545454546,8.3
2353,170,107,5.0588235294117645,7.6
2354,182,127,4.412087912087912,5.2
2355,181,118,5.18232044198895,10.9
2356,182,119,5.34065934065934,11.2
2357,142,99,4.964788732394366,9.1
2358,187,121,5.064171122994653,11.4
2359,140,88,4.807142857142857,5.5
2360,179,106,4.368715083798882,7.5
2361,149,107,4.617449664429531,3.0
2362,169,116,4.863905325443787,8.7
2363,166,113,4.993975903614458,11.4
2364,200,119,4.67,8.7
2365,180,114,4.927777777777778,19.6
2366,177,107,5.248587570621469,13.1
2367,179,102,4.212290502793296,5.1
2368,196,136,4.48469387755102,25.2
2370,200,130,4.325,9.5
2371,156,109,4.9423076923076925,15.5
2373,198,128,5.0606060606060606,6.6
2374,155,101,4.554838709677419,5.2
2375,185,125,5.248648648648649,14.1
2376,175,123,4.537142857142857,7.1
2377,183,127,5.0,11.0
2378,177,103,4.988700564971752,11.9
2380,148,117,5.878378378378378,10.9
2381,184,118,4.918478260869565,6.0
2382,149,102,4.973154362416107,10.4
2384,164,106,5.689024390243903,25.8
2385,188,126,4.638297872340425,11.4
2386,184,121,5.603260869565218,10.5
2387,145,93,5.027586206896552,12.7
2388,148,108,6.216216216216216,16.5
2389,154,97,5.688311688311688,19.5
2390,142,101,5.619718309859155,12.4
2391,187,130,5.0588235294117645,12.4
2392,150,89,4.58,3.9
2393,162,112,5.401234567901234,15.0
2394,147,80,5.0,14.0
2395,154,98,5.318181818181818,10.0
2396,196,115,4.663265306122449,9.1
2397,143,96,4.503496503496503,6.5
2398,201,142,5.587064676616915,17.5
2399,157,95,4.89171974522293,10.0
2400,166,102,4.313253012048193,9.0
2403,151,96,4.920529801324503,7.8
2404,171,102,4.7251461988304095,7.0
2405,171,110,5.456140350877193,12.8
2406,178,109,5.095505617977528,10.2
2407,149,105,5.308724832214765,11.8
2408,172,117,4.877906976744186,6.5
2409,157,113,5.2165605095541405,10.8
2410,177,124,4.790960451977401,7.0
2411,157,95,5.592356687898089,16.7
2412,182,124,5.087912087912088,7.6
2413,164,117,4.902439024390244,10.0
2414,194,116,4.618556701030927,3.5
2415,140,94,5.271428571428571,12.3
2416,164,111,5.896341463414634,17.5
2417,185,130,4.751351351351351,10.1
2418,172,122,4.819767441860465,5.4
2419,155,105,5.587096774193548,13.2
2421,195,122,5.143589743589744,10.6
2422,178,99,4.803370786516854,11.0
2423,197,139,4.822335025380711,10.7
2424,181,113,4.602209944751381,8.7
2425,175,118,5.548571428571429,14.2
2426,148,108,5.256756756756757,14.8
2427,165,117,5.7696969696969695,17.6
2428,179,118,5.29608938547486,12.0
2429,175,93,4.7942857142857145,12.3
2430,170,107,4.4941176470588236,9.2
2431,168,109,4.6726190476190474,7.0
2432,163,113,4.392638036809816,5.5
2433,144,110,5.944444444444445,13.9
2434,183,130,4.683060109289618,8.7
2435,143,97,5.7622377622377625,10.7
2436,164,122,5.4939024390243905,12.5
2437,159,108,4.79874213836478,6.6
2438,174,111,4.82183908045977,6.9
2440,156,105,5.4423076923076925,13.2
2441,154,113,5.571428571428571,13.1
2444,195,122,4.748717948717949,4.1
2445,194,88,4.72680412371134,6.7
2446,160,104,5.2125,12.2
2447,190,124,4.505263157894737,5.6
2448,178,106,4.977528089887641,6.8
2449,172,118,5.476744186046512,14.1
2450,183,134,5.333333333333333,10.4
2451,179,128,5.424581005586592,12.0
2452,190,120,5.389473684210526,13.9
2453,195,109,4.328205128205128,6.7
2454,183,121,5.562841530054645,12.4
2455,161,94,4.6645962732919255,12.3
2456,152,97,5.203947368421052,11.8
2457,199,132,4.4120603015075375,10.8
2458,180,123,5.344444444444444,8.7
2460,174,121,5.931034482758621,18.0
2461,173,115,5.583815028901734,16.4
2462,142,101,5.140845070422535,7.1
2463,191,132,4.9162303664921465,7.4
2464,160,94,4.85625,7.3
2465,179,101,4.5307262569832405,9.7
2466,176,125,5.403409090909091,9.0
2467,175,114,4.748571428571428,9.5
2468,147,107,4.8231292517006805,11.7
2469,176,113,5.2897727272727275,12.1
2470,145,102,5.820689655172414,15.1
2471,146,88,4.739726027397261,4.9
2472,153,99,4.712418300653595,8.4
2473,166,111,5.355421686746988,12.6
2474,180,122,5.105555555555555,11.1
2475,196,113,4.428571428571429,5.7
2477,161,100,4.850931677018633,7.8
2478,183,117,4.4863387978142075,4.9
2479,179,113,4.346368715083799,8.7
2480,159,103,5.49685534591195,11.1
2481,187,124,4.93048128342246,9.4
2482,195,141,4.943589743589744,8.0
2483,185,113,4.735135135135135,7.0
2485,191,109,4.858638743455497,8.4
2486,169,119,5.431952662721893,11.4
2487,186,134,5.440860215053763,11.2
2488,192,127,5.244791666666667,10.4
2489,197,101,4.309644670050761,10.7
2490,178,128,5.612359550561798,10.2
2491,192,125,4.822916666666667,8.4
2492,198,149,5.409090909090909,9.7
2493,177,112,4.836158192090395,10.7
2494,192,122,5.223958333333333,11.6
2496,191,125,4.722513089005235,7.7
2497,178,103,4.612359550561798,7.1
2498,142,100,4.5,6.7
2499,182,117,5.054945054945055,8.5
2501,176,109,4.886363636363637,8.6
2503,164,112,5.012195121951219,9.2
2504,193,132,4.569948186528498,5.4
2505,173,123,5.0520231213872835,9.6
2506,197,125,4.944162436548224,9.8
2508,162,99,4.3765432098765435,8.0
2509,198,136,5.1313131313131315,8.0
2510,155,100,5.232258064516129,11.9
2511,154,103,5.558441558441558,13.1
2512,190,127,5.015789473684211,11.3
2513,200,124,4.14,9.7
2514,179,108,4.301675977653631,4.7
2515,163,103,4.748466257668712,7.3
2516,148,91,4.391891891891892,8.2
2517,200,131,4.53,9.5
2518,199,116,4.623115577889447,10.8
2520,152,92,4.8618421052631575,10.6
2521,162,105,4.419753086419753,9.9
2522,149,101,4.369127516778524,7.0
2523,190,123,4.963157894736842,5.1
2524,189,108,4.772486772486772,7.6
2525,194,117,5.036082474226804,10.2
2526,185,137,5.205405405405405,13.6
2528,161,102,4.788819875776397,9.9
2529,173,106,5.213872832369942,10.5
2530,194,121,5.077319587628866,6.3
2531,150,90,4.793333333333333,10.5
2532,179,131,4.932960893854749,9.9
2533,188,123,4.803191489361702,10.3
2534,186,132,4.962365591397849,8.2
2535,174,115,5.17816091954023,10.6
2536,152,99,5.177631578947368,8.2
2537,142,101,5.26056338028169,7.5
2538,199,127,4.557788944723618,5.0
2539,165,107,5.236363636363636,9.7
2540,189,130,5.158730158730159,6.2
2541,155,110,4.774193548387097,7.6
2542,186,126,5.155913978494624,13.7
2543,152,107,5.190789473684211,11.9
2544,199,142,5.110552763819095,10.7
2545,186,125,5.032258064516129,10.2
2546,198,137,4.5,8.3
2547,141,109,5.049645390070922,7.1
2548,187,119,5.016042780748663,12.4
2549,165,108,4.303030303030303,8.1
2550,181,120,5.05524861878453,7.9
2551,152,96,5.348684210526316,10.7
2552,167,107,4.868263473053892,8.6
2553,146,104,4.691780821917808,7.2
2554,158,101,4.917721518987341,9.7
2555,165,103,4.86060606060606,10.1
2556,197,118,4.436548223350254,10.5
2557,161,107,4.751552795031056,6.6
2558,188,122,4.6861702127659575,11.4
2559,181,108,4.414364640883978,6.8
2560,182,123,4.5989010989010985,7.4
2561,166,100,5.168674698795181,8.3
2562,168,100,4.946428571428571,6.9
2563,155,113,5.122580645161291,9.3
2564,193,119,4.274611398963731,1.8
2566,164,109,5.475609756097561,14.7
2567,172,108,4.75,9.6
2568,179,103,4.949720670391062,9.6
2569,172,105,4.662790697674419,6.5
2570,159,87,4.264150943396227,7.5
2571,184,115,4.945652173913044,10.1
2572,197,132,5.243654822335025,11.8
2573,167,110,5.467065868263473,11.7
2574,187,136,4.93048128342246,6.5
2575,141,89,4.73758865248227,7.8
2576,147,98,5.170068027210885,10.3
2577,197,118,4.3908629441624365,9.5
2578,189,138,4.984126984126984,7.1
2579,185,117,4.902702702702703,8.1
2580,150,92,3.9,1.0
2581,198,129,4.702020202020202,6.9
2582,198,127,5.0606060606060606,11.8
2583,180,126,5.038888888888889,9.1
2584,153,114,5.294117647058823,19.4
2585,193,120,5.409326424870466,13.8
2586,196,136,4.75,5.2
2587,185,119,4.72972972972973,6.1
2588,196,123,4.5561224489795915,4.6
2589,189,105,4.031746031746032,4.7
2590,192,128,4.833333333333333,11.5
2591,179,114,4.5251396648044695,9.7
2592,150,98,4.653333333333333,3.2
2593,179,111,4.687150837988827,6.3
2594,176,118,4.738636363636363,8.3
2595,188,112,4.569148936170213,10.1
2596,180,115,4.561111111111111,11.0
2597,182,115,5.082417582417582,9.2
2598,182,126,4.521978021978022,7.6
2599,181,116,5.005524861878453,10.9
2600,196,117,4.877551020408164,7.9
2601,139,81,4.244604316546763,8.8
2602,189,97,4.7936507936507935,10.3
2603,193,123,4.875647668393782,8.5
2604,163,98,5.159509202453988,7.4
2605,170,109,4.847058823529411,8.3
2606,195,141,4.815384615384615,7.2
2607,147,80,5.258503401360544,2.9
2608,179,131,4.921787709497207,6.7
2609,190,104,4.6947368421052635,7.7
2610,164,99,5.036585365853658,12.8
2611,154,101,5.305194805194805,10.8
2612,181,104,5.154696132596685,8.0
2613,141,91,4.333333333333333,8.9
2614,184,106,4.711956521739131,8.9
2615,198,108,4.954545454545454,10.6
2616,192,122,5.328125,10.1
2617,194,126,5.0,8.4
2618,197,127,4.883248730964467,7.9
2619,189,117,4.037037037037037,2.4
2620,200,137,4.48,4.1
2621,160,87,4.1875,1.2
2622,163,111,4.773006134969325,7.9
2623,196,133,4.612244897959184,10.5
2624,180,117,4.333333333333333,6.1
2625,185,113,4.951351351351351,9.3
2626,182,104,4.631868131868132,11.1
2627,151,103,4.9801324503311255,9.5
2628,193,118,4.896373056994818,7.5
2629,167,120,5.293413173652695,11.4
2630,166,114,5.27710843373494,11.4
2631,186,116,4.720430107526882,8.2
2632,179,124,5.167597765363128,13.7
2633,198,134,5.166666666666667,6.9
2634,166,125,5.4879518072289155,10.5
2635,180,130,5.0,10.9
2636,171,103,4.941520467836257,9.3
2637,174,105,4.620689655172414,9.5
2638,171,112,4.608187134502924,3.7
2639,174,115,4.873563218390805,8.5
2641,192,121,5.072916666666667,9.6
2643,177,121,5.401129943502825,10.2
2644,176,120,4.4772727272727275,3.8
2646,166,51,4.536144578313253,1.9
2647,170,99,3.9823529411764707,1.5
2648,200,106,4.385,0.4
2649,156,106,4.064102564102564,3.3
2650,149,106,4.395973154362416,3.1
2652,185,129,4.594594594594595,1.7
2653,140,99,4.992857142857143,9.9
2654,179,113,4.899441340782123,9.9
2655,185,109,4.518918918918919,11.7
2656,180,109,4.766666666666667,7.6
2657,195,104,4.841025641025641,9.7
2658,153,89,4.2026143790849675,4.0
2659,192,109,4.114583333333333,2.5
2660,191,121,4.460732984293194,5.1
2661,183,109,4.748633879781421,14.0
2662,140,87,4.607142857142857,8.9
2663,190,129,5.121052631578947,8.3
2664,152,105,4.934210526315789,6.9
2665,161,96,4.975155279503106,7.8
2666,189,120,4.91005291005291,7.4
2668,136,80,5.1838235294117645,13.3
2669,181,117,5.419889502762431,12.1
2670,151,105,5.437086092715232,10.4
2671,181,110,4.8121546961325965,9.2
2672,194,129,4.56701030927835,6.7
2673,188,119,5.2712765957446805,7.8
2674,155,75,4.967741935483871,8.2
2675,138,85,5.659420289855072,14.6
2676,183,109,4.557377049180328,8.8
2677,166,95,4.307228915662651,3.6
2678,197,127,4.588832487309645,10.7
2679,176,101,4.755681818181818,8.5
2680,177,129,5.15819209039548,9.1
2681,150,110,4.48,3.1
2682,158,103,4.594936708860759,4.5
2683,178,110,4.48876404494382,5.5
2684,167,117,4.976047904191617,6.4
2685,176,110,4.880681818181818,10.7
2686,185,116,4.951351351351351,11.1
2687,193,128,4.725388601036269,6.0
2688,159,106,4.8930817610062896,10.2
2689,188,115,4.98936170212766,10.1
2690,148,105,4.45945945945946,6.7
2691,159,94,4.572327044025157,8.7
2692,198,126,4.429292929292929,4.6
2693,149,104,4.315436241610739,9.4
2694,186,136,6.032258064516129,12.9
2695,168,108,4.517857142857143,8.2
2696,185,111,5.091891891891892,10.1
2697,182,111,4.774725274725275,9.8
2698,181,105,5.331491712707182,10.9
2699,177,116,5.005649717514125,9.0
2700,193,85,4.067357512953368,2.7
2701,171,96,5.052631578947368,10.5
2703,149,87,4.02013422818792,5.8
2704,154,110,5.246753246753247,9.6
2705,163,114,5.030674846625767,7.9
2706,146,106,4.904109589041096,6.1
2707,201,130,5.0497512437810945,5.8
2708,189,116,5.1005291005291005,8.8
2709,175,105,4.548571428571429,8.5
2710,196,136,4.551020408163265,7.4
2711,164,99,5.012195121951219,6.3
2712,141,103,4.815602836879433,7.8
2713,165,103,4.654545454545454,10.1
2714,163,105,4.662576687116564,11.5
2715,181,124,5.066298342541437,6.8
2716,149,93,5.644295302013423,10.3
2717,192,122,5.0625,8.4
2718,157,95,4.203821656050955,4.9
2719,144,95,4.923611111111111,10.1
2720,158,102,4.968354430379747,9.8
2721,162,111,4.5246913580246915,6.2
2722,180,115,4.7,8.0
2723,195,105,4.805128205128205,9.0
2724,192,133,4.932291666666667,7.8
2725,186,128,5.263440860215054,15.4
2726,201,136,4.447761194029851,8.4
2727,178,135,4.601123595505618,3.8
2729,147,83,4.530612244897959,6.9
2730,142,100,4.345070422535211,4.0
2731,177,108,4.977401129943503,8.4
2732,154,90,4.902597402597403,9.5
2733,177,101,4.463276836158192,2.0
2734,155,99,4.393548387096774,1.3
2736,181,117,5.259668508287293,16.2
2737,185,120,5.010810810810811,8.7
2738,140,95,5.385714285714286,10.1
2739,196,115,4.066326530612245,5.5
2740,179,107,4.798882681564246,10.9
2741,172,106,5.040697674418604,9.3
2742,140,102,4.55,6.4
2743,200,110,4.3,2.7
2744,146,107,4.732876712328767,7.6
2745,195,124,4.697435897435898,5.2
2746,195,126,5.01025641025641,9.4
2747,146,106,4.815068493150685,11.4
2748,141,96,4.666666666666667,7.8
2749,185,122,4.762162162162162,7.5
2750,193,130,5.0932642487046635,7.5
2751,169,115,4.183431952662722,5.2
2752,190,138,5.11578947368421,10.3
2753,166,111,5.0843373493975905,10.2
2754,161,105,4.559006211180124,3.9
2755,161,94,5.186335403726708,11.1
2756,171,113,5.2105263157894735,11.6
2758,158,98,4.772151898734177,6.5
2759,162,114,4.703703703703703,9.1
2760,165,106,4.721212121212122,8.0
2761,180,121,4.916666666666667,7.3
2762,195,102,4.21025641025641,8.2
2764,180,112,4.988888888888889,9.9
2765,198,124,5.414141414141414,10.9
2766,197,101,4.786802030456853,11.9
2767,183,115,4.311475409836065,3.7
2768,187,124,4.748663101604278,4.6
2769,140,97,4.8,10.1
2770,178,113,4.99438202247191,8.4
2771,159,109,5.660377358490566,11.9
2772,176,118,4.9602272727272725,9.8
2773,171,126,5.497076023391813,10.7
2774,140,92,4.107142857142857,1.8
2775,185,116,4.47027027027027,3.7
2776,142,87,4.133802816901408,5.3
2777,173,116,4.826589595375722,8.9
2778,151,84,4.9072847682119205,3.2
2779,196,126,4.627551020408164,8.6
2780,147,102,5.401360544217687,10.5
2781,199,127,4.226130653266332,0.6
2782,159,105,4.40251572327044,6.1
2783,189,110,4.317460317460317,15.7
2785,171,99,4.754385964912281,9.3
2786,185,116,4.2,8.8
2787,169,116,4.8579881656804735,6.9
2788,148,87,4.297297297297297,2.9
2790,193,111,4.290155440414508,8.1
2791,184,108,4.771739130434782,8.6
2792,135,87,4.911111111111111,8.5
2793,191,127,4.507853403141361,8.0
2794,154,107,5.337662337662338,10.7
2795,143,100,4.664335664335664,9.0
2796,176,112,5.5,11.9
2797,170,135,4.805882352941176,4.8
2798,172,115,5.104651162790698,8.2
2799,179,104,4.396648044692737,2.4
2800,167,106,4.7604790419161676,10.3
2801,173,119,5.416184971098266,8.2
2802,172,108,4.476744186046512,6.5
2803,166,115,5.048192771084337,10.2
2804,199,109,4.221105527638191,4.3
2808,143,93,5.244755244755245,11.2
2809,185,131,5.243243243243243,9.3
2811,156,109,5.871794871794871,11.2
2812,176,117,5.113636363636363,9.5
2813,161,107,6.354037267080745,15.0
2814,183,134,5.218579234972678,8.6
2815,189,144,4.830687830687831,6.2
2816,196,146,4.918367346938775,5.4
2817,185,123,4.897297297297297,8.7
2818,191,129,4.429319371727749,5.1
2819,200,135,5.17,7.3
2821,192,138,4.526041666666667,5.5
2822,153,100,4.261437908496732,3.1
2823,179,109,4.865921787709497,8.7
2824,151,92,5.172185430463577,9.2
2825,166,110,5.0602409638554215,9.3
2826,193,131,4.544041450777202,2.7
2828,192,125,4.536458333333333,5.9
2829,144,92,5.069444444444445,9.1
2830,170,114,5.594117647058823,11.6
2831,182,77,4.56043956043956,4.2
2832,192,118,4.046875,2.3
2833,153,94,4.444444444444445,5.2
2834,201,124,4.024875621890548,5.7
2835,186,107,4.32258064516129,0.3
2836,199,111,3.979899497487437,4.9
2837,156,105,4.833333333333333,7.4
2838,171,116,4.994152046783626,9.5
2839,160,101,4.4875,13.4
2840,153,100,4.431372549019608,3.3
2841,179,125,5.351955307262569,11.1
2842,142,104,5.007042253521127,8.3
2843,191,117,5.261780104712042,11.3
2844,168,124,5.119047619047619,9.1
2845,163,107,4.6871165644171775,8.9
2847,189,128,4.455026455026455,6.5
2849,190,129,5.105263157894737,10.7
2850,192,133,5.046875,12.7
2851,162,125,5.518518518518518,12.3
2852,177,111,4.598870056497175,7.2
2853,175,109,4.537142857142857,8.3
2854,189,118,4.9523809523809526,11.3
2855,145,100,5.268965517241379,9.6
2856,194,113,4.345360824742268,4.9
2857,168,107,4.291666666666667,1.7
2858,146,94,4.958904109589041,8.1
2859,200,132,4.715,6.8
2860,194,135,4.989690721649485,7.1
2861,141,96,4.907801418439717,7.8
2862,171,113,5.619883040935672,15.6
2863,182,102,4.423076923076923,9.9
2864,145,98,5.255172413793104,8.0
2866,157,100,5.6050955414012735,10.6
2867,164,99,5.073170731707317,9.7
2869,191,127,4.460732984293194,3.9
2870,161,96,4.962732919254658,9.9
2872,196,133,5.030612244897959,9.7
2873,185,119,4.481081081081081,5.8
2874,173,102,5.15606936416185,9.6
2875,201,131,5.014925373134329,7.3
2876,197,133,4.852791878172589,6.7
2877,143,95,4.405594405594406,6.5
2878,144,112,5.493055555555555,10.3
2879,180,119,4.444444444444445,4.6
2880,194,116,4.34020618556701,7.3
2882,198,128,4.545454545454546,7.4
2883,196,122,4.454081632653061,4.9
2884,178,118,4.926966292134831,8.4
2885,186,126,4.801075268817204,10.0
2886,158,90,4.443037974683544,8.6
2887,193,124,5.0880829015544045,10.5
2888,198,132,4.257575757575758,5.6
2889,172,114,4.854651162790698,4.3
2890,156,96,4.467948717948718,3.3
2891,199,107,4.206030150753769,2.9
2892,169,103,4.0,3.4
2893,175,112,4.1657142857142855,2.4
2894,163,105,4.50920245398773,8.9
2896,178,124,4.303370786516854,3.4
2897,190,116,4.273684210526316,7.9
2899,194,135,5.030927835051546,14.1
2900,184,106,4.260869565217392,6.9
2901,191,126,4.607329842931938,6.5
2902,177,113,4.84180790960452,9.5
2907,197,137,4.868020304568528,6.7
2908,185,121,4.778378378378378,8.1
2909,140,89,4.8,7.8
2910,164,120,4.75,4.3
2911,151,102,5.026490066225166,11.7
2912,188,107,5.345744680851064,5.8
2913,155,101,4.787096774193548,19.9
2914,193,135,4.642487046632124,6.3
2915,193,118,4.808290155440415,10.3
2916,184,118,4.684782608695652,5.7
2917,184,101,4.983695652173913,11.1
2918,191,119,5.335078534031414,8.4
2919,150,98,4.713333333333333,2.5
2921,151,96,4.576158940397351,10.8
2922,170,123,4.435294117647059,4.2
2924,168,125,5.5476190476190474,7.6
2925,189,127,4.814814814814815,8.8
2926,192,120,5.203125,12.0
2927,157,100,5.146496815286624,10.0
2928,172,111,5.151162790697675,10.0
2929,200,118,4.7,8.6
2930,176,117,5.409090909090909,14.2
2931,183,115,4.459016393442623,4.2
2932,140,91,4.385714285714286,6.6
2933,199,132,5.105527638190955,9.8
2934,172,111,5.656976744186046,14.0
2935,173,110,5.011560693641618,7.7
2936,162,51,3.7901234567901234,-0.4
2937,174,41,4.396551724137931,2.2
2938,164,57,3.5609756097560976,-1.3
2939,168,59,3.7857142857142856,-1.6
2940,153,61,4.34640522875817,-0.6
2941,190,72,3.768421052631579,6.7
2942,170,55,3.8705882352941177,-0.3
2943,196,124,4.612244897959184,8.3
2944,190,112,3.963157894736842,1.1
2945,194,130,4.721649484536083,9.7
2946,201,121,4.338308457711443,8.4
2947,160,105,4.5875,2.5
2948,190,134,4.063157894736842,4.7
2949,178,98,4.578651685393258,6.7
2950,198,112,3.9444444444444446,2.4
2951,168,103,5.071428571428571,8.7
2952,172,102,4.883720930232558,13.3
2953,176,122,4.596590909090909,5.5
2954,173,114,4.77456647398844,9.4
2955,187,119,4.433155080213904,7.0
2956,173,113,4.901734104046243,8.2
2957,161,101,4.683229813664596,6.6
2958,183,118,4.688524590163935,8.1
2959,190,129,4.473684210526316,13.4
2960,196,126,4.913265306122449,6.0
2961,190,109,4.61578947368421,9.2
2962,203,133,4.729064039408867,10.0
2963,143,81,4.286713286713287,6.0
2964,154,108,4.987012987012987,10.7
2965,184,117,4.358695652173913,3.5
2967,173,110,4.959537572254336,9.4
2968,153,108,5.0,6.9
2969,173,94,4.265895953757226,7.2
2970,189,128,4.624338624338624,10.1
2972,151,102,4.549668874172186,4.0
2973,151,98,4.7218543046357615,4.3
2974,189,114,4.465608465608466,7.8
2975,171,101,4.953216374269005,7.3
2976,176,114,4.7727272727272725,8.6
2980,175,121,4.268571428571429,10.0
2982,167,100,4.449101796407185,5.7
2983,155,94,4.632258064516129,3.2
2984,191,124,5.319371727748691,10.1
2985,198,124,4.974747474747475,11.8
2986,181,117,4.856353591160221,9.7
2987,199,121,4.407035175879397,9.5
2988,199,103,4.336683417085427,8.4
2989,158,107,4.60126582278481,8.7
2990,179,118,4.5307262569832405,9.7
2991,193,126,4.860103626943006,11.5
2992,176,110,4.392045454545454,9.5
2993,192,103,4.4375,10.3
2994,169,99,4.662721893491124,10.3
2995,199,132,5.060301507537688,5.7
2996,198,111,4.277777777777778,9.6
2997,187,138,5.336898395721925,8.9
2999,193,116,4.66321243523316,11.5
3001,199,145,4.989949748743719,8.7
3002,183,123,4.879781420765028,14.0
3003,173,127,5.1502890173410405,8.9
3006,188,138,5.170212765957447,11.3
3007,183,130,4.737704918032787,14.0
3008,183,126,4.786885245901639,10.0
3009,158,113,4.784810126582278,12.1
3010,188,117,4.696808510638298,6.6
3011,181,91,4.2430939226519335,3.3
3013,200,145,5.6,12.3
3014,186,119,4.39247311827957,3.4
3015,166,95,5.283132530120482,13.7
3016,200,130,4.75,6.9
3017,200,117,4.47,6.3
3018,150,101,4.546666666666667,3.2
3019,176,109,4.278409090909091,4.0
3020,172,93,4.5813953488372094,4.0
3021,176,111,4.903409090909091,9.0
3022,200,141,5.0,11.8
3023,173,118,5.421965317919075,9.4
3024,153,103,5.2745098039215685,10.7
3025,180,110,4.961111111111111,10.9
3026,174,118,4.109195402298851,2.8
3027,192,126,4.59375,5.5
3029,191,126,3.9424083769633507,4.3
3031,183,116,5.109289617486339,12.3
3032,181,121,4.6187845303867405,11.0
3033,156,109,4.897435897435898,6.5
3034,171,105,5.0701754385964914,8.2
3035,198,138,5.348484848484849,9.7
3036,176,126,5.176136363636363,8.4
3037,199,133,4.472361809045226,6.2
3038,185,121,5.097297297297297,8.1
3040,189,122,5.021164021164021,9.1
3041,200,127,5.37,11.6
3042,190,123,4.7894736842105265,8.3
3043,154,92,5.12987012987013,11.9
3044,183,113,4.939890710382514,8.8
3045,148,99,4.993243243243243,10.3
3046,183,118,4.66120218579235,4.9
3047,198,107,4.717171717171717,8.5
3048,167,115,5.790419161676646,15.0
3049,190,116,4.7368421052631575,7.7
3050,185,108,4.421621621621622,3.7
3051,205,115,4.390243902439025,7.7
3052,153,99,5.137254901960785,9.3
3053,140,95,5.55,11.3
3054,183,124,5.060109289617486,8.1
3056,179,116,5.346368715083799,13.2
3057,180,112,4.583333333333333,9.7
3059,198,116,4.611111111111111,8.0
3060,193,132,4.409326424870466,24.8
3061,199,124,4.8542713567839195,8.7
3062,185,113,4.102702702702703,4.5
3063,192,105,4.109375,2.3
3064,195,116,4.241025641025641,5.4
3066,189,124,5.063492063492063,13.8
3067,160,88,4.4,1.7
3068,168,108,4.988095238095238,6.0
3070,173,115,4.2601156069364166,3.1
3071,189,131,4.5661375661375665,3.6
3072,195,107,4.235897435897436,7.0
3073,157,107,4.611464968152866,8.5
3074,195,136,5.753846153846154,12.0
3075,202,130,5.202970297029703,9.8
3077,174,107,4.454022988505747,5.9
3078,163,99,5.024539877300613,10.0
3079,167,103,4.544910179640719,3.0
3080,171,113,5.304093567251462,11.6
3081,158,104,4.113924050632911,3.3
3082,153,92,4.875816993464053,15.2
3083,187,132,4.983957219251337,8.2
3084,168,93,4.404761904761905,4.4
3085,177,114,4.203389830508475,7.2
3088,199,129,4.321608040201005,1.5
3089,179,129,4.162011173184357,4.3
3090,188,130,4.303191489361702,7.1
3091,152,103,5.0,7.1
3092,186,105,4.478494623655914,1.5
3093,197,141,4.532994923857868,4.0
3094,188,129,4.6861702127659575,3.2
3095,200,148,4.47,5.3
3096,141,81,4.390070921985815,3.6
3097,161,103,4.944099378881988,11.1
3098,146,87,4.7465753424657535,10.3
3099,194,142,4.484536082474227,4.0
3100,189,115,4.931216931216931,10.1
3101,170,115,4.705882352941177,7.1
3103,184,126,4.163043478260869,3.1
3104,161,122,4.763975155279503,5.4
3107,197,67,3.964467005076142,4.0
3108,198,127,4.4393939393939394,4.6
3109,168,118,4.648809523809524,2.6
3110,186,112,4.10752688172043,2.8
3111,194,131,4.577319587628866,4.0
3112,178,114,4.752808988764045,9.6
3113,191,125,4.115183246073299,3.5
3114,198,106,4.151515151515151,8.2
3116,197,127,4.197969543147208,2.6
3117,155,99,4.4,1.6
3118,175,126,5.434285714285714,11.8
3123,171,124,5.052631578947368,18.8
3124,191,146,5.18848167539267,12.8
